caption,id,image_id
a kid is showing a pizza with a joke written inside the box cover,746227,248400
The people are selecting their donuts at the counter.,748099,529122
A white plate topped with a pizza and cheese.,748271,179214
A man wearing glasses eating a hot dog.,748476,420281
The many sausages are arranged on the portable grill.,749189,83531
this is man riding a wave on a board,749996,190007
A surfer in the ocean trying not to wipeout.,750581,177357
A man eats a hot dog while looking at the camera.,750771,420281
A pizza with several vegetable toppings sitting on a storage tub.,750866,179214
Two boys are looking at the bakery goods on display.,751287,529122
A man and a woman eat doughnuts from a box.,751598,69224
A man in a black suit surfing a large wave,751840,190007
A man and woman eating doughnuts out of a box at a coffee shop.,751897,69224
A man surfing beside a bird on a cloudy day,752127,516318
Man on surfboard riding large breaking wave at ocean.,752371,190007
a man on surf board riding a wave over his head,752383,190007
a boy and a woman are in front of a counter,752654,529122
a man is standing behind a glass counter,752693,450399
A man that is on a surfboard in the water.,752782,190007
two people at a table eating doughnuts and drinking milk,752869,69224
A man that is on a surfboard in the water.,753183,516318
a man is riding on a surfboard at the beach,753472,177357
some people are riding surfboards on a wave,753503,295316
A woman that is standing on a tennis court with a racquet.,753685,39551
Two people surf as two others are bodyboarding on a wave. ,753712,295316
A woman and her son picking out sweets at a bakery.,753796,529122
A man and woman that are standing with a surfboard.,754097,416343
A woman taking a bite of a doughnut in a restaurant.,754416,69224
Four surfers are trying to catch a wave as they stand.,754855,295316
Several people are working behind the counter of a bakery.,754969,450399
a couple of people ordering food at a bakery ,755074,450399
Several people are riding the waves on their surfboards.,755086,295316
A woman trying to catch a wave on her surfboard.,755450,535858
A man on a surfboard riding a wave.,755552,516318
The gourmet pizza includes several very special ingredients.,755733,179214
an attendant in a doughnut shop waiting on customers,756007,529122
The tennis player wearing a purple outfit is about to hit the tennis ball. ,756091,39551
The two images show a dining table and a lamp on another table near a door. ,756181,396526
Several people on surfboards who are riding a wave.,756478,295316
a couple of people eating some doughnuts on a table ,756669,69224
A man in a wet suit riding a surfboard on a wave.,757044,177357
a man riding on top of a wave with a surfboard,757053,177357
A boy sitting next to a girl holding a big white surfboard.,757121,416343
A blue bin with a pizza on a plate with toppings on top of it.,757221,179214
Two people laugh near a surfboard in a room.,757274,416343
A woman rides on a surfboard in the ocean.,757580,535858
this is a man riding a board in the water,757803,177357
A lady wearing red playing tennis on a blue and green court.,758774,39551
a person sitting down holding a surf board ,758811,416343
 A young man with glasses eating a hot dog with bun.,759113,420281
a table with chairs near a window ,759197,396526
Ding room and living room area inside a home.,759236,396526
a small pizza on a paper plate ,759580,179214
The store makes fresh doughnuts on site for the customers.,759827,450399
A surfer is riding a wave in the ocean.,760353,516318
A waffle with cream and strawberries sits on a plate. ,760462,89670
A girl is getting ready to surf on a wave.,760752,535858
a person riding a surf board on a wave,761121,516318
Their underbelly of the surfboard shows that it has been used frequently.,761280,416343
The people are posing for a group photo.,761392,1000
Amish men and women making homemade doughnuts at a flea market.,761828,450399
A man with thick black glasses eats a hotdog.,762875,420281
A female tennis player prepares to swing at a tennis ball.,762974,39551
A dog is chewing on a soccer ball.,763027,366611
"A female tennis player with ball in front of her, racket drawn back.",763976,39551
a young man is on his skateboard doing a trick ,764560,187585
Grabbing the front of the skateboard maintains control over it.,764692,187585
a large family poses for picture on tennis court,764929,1000
A man who is putting a hot dog in his mouth.,765194,420281
A man is doing tricks on a skateboard.,765298,187585
A man who is riding on a skateboard.,765385,187585
Pit bull playing with soccer ball in the grass.,765466,366611
Boogie boarder about to catch a wave about to break on the ocean.,765492,535858
a dog laying on a soccer ball on a field.,765550,366611
a two tier cake with some frosting and strawberries in the middle ,765730,89670
a boy is riding a bowl on a skateboard,765940,187585
A group of young children standing next to each other.,765946,1000
A dog chewing on top of a large white ball.,766084,366611
A woman rides a wave lying down on a surfboard.,766326,535858
A boy is eating donut holes while sitting at a dinner table. ,766672,99810
The sandwich cookie has fruit in the middle of it. ,766690,89670
A woman is taking a picture of food with a mobile device.,766727,226147
The small girl is lying on the mattress of a crib. ,766877,468577
A dog is playing with a ball in the grass.,766903,366611
A couple of photos showing two different rooms.,766946,396526
Female snowboarder riding down a trail smiling at camera.,767000,89078
A  man standing on a beach while holding a white surfboard.,767020,74457
Young girl lying on mattress with railing on three sides. ,767054,468577
A person is snowboarding slowly down a covered hill.,767435,89078
a girl toddler laying on a day bed ,767447,468577
Small certain was child eating donuts off a blue plate. ,767578,99810
"A patty, with frosting on it, in the middle.",768007,89670
A woman that is standing on a snowboard in the snow.,768047,89078
A man holding a surfboard on a beach with a pier in the background.,768082,74457
A woman standing on top of a sandy beach with a surfboard.,768194,312489
A woman that is sitting down in front of a table.,768239,226147
A group of people that are standing near a tennis net.,768397,1000
A plate that has cake on top of it.,768418,89670
a man standing at the beach with a surfboard and a paddle ,768808,74457
A young girl lying in a convertible toddler crib.,768860,468577
A little boy smiling for a picture as he eats.,769132,99810
